user_id,transaction_id,product_id,price,quantity,timestamp
3183,122,169,221.1,6,2023-01-06 02:00:00
4979,123,198,206.74,4,2023-01-06 03:00:00
2373,124,177,303.49,5,2023-01-06 04:00:00
3758,125,144,422.93,6,2023-01-06 05:00:00
2133,126,166,129.52,4,2023-01-06 06:00:00
4217,127,179,145.94,1,2023-01-06 07:00:00
4036,128,169,473.31,5,2023-01-06 08:00:00
1235,129,179,485.93,9,2023-01-06 09:00:00
2362,130,186,276.65,1,2023-01-06 10:00:00
4851,131,172,332.75,5,2023-01-06 11:00:00
3940,132,165,458.16,8,2023-01-06 12:00:00
3857,133,144,428.96,8,2023-01-06 13:00:00
4142,134,155,153.55,5,2023-01-06 14:00:00
1169,135,129,182.76,2,2023-01-06 15:00:00
4254,136,195,441.48,8,2023-01-06 16:00:00
4446,137,113,14.56,5,2023-01-06 17:00:00
3748,138,101,8.55,6,2023-01-06 18:00:00
4131,139,120,37.13,5,2023-01-06 19:00:00
2637,140,138,49.03,9,2023-01-06 20:00:00
2264,141,112,23.88,7,2023-01-06 21:00:00
2594,142,145,445.9,4,2023-01-06 22:00:00
1425,143,114,462.23,4,2023-01-06 23:00:00
4355,144,135,203.88,4,2023-01-07 00:00:00
3653,145,140,265.18,1,2023-01-07 01:00:00
4006,146,179,104.79,7,2023-01-07 02:00:00
3701,147,149,391.78,9,2023-01-07 03:00:00
4432,148,154,209.51,5,2023-01-07 04:00:00
4897,149,144,469.79,5,2023-01-07 05:00:00
3858,150,154,41.43,5,2023-01-07 06:00:00
1604,151,149,73.5,4,2023-01-07 07:00:00
2590,152,139,180.63,3,2023-01-07 08:00:00
3200,153,144,353.21,1,2023-01-07 09:00:00
2524,154,183,283.78,2,2023-01-07 10:00:00
3962,155,181,366.2,5,2023-01-07 11:00:00
2278,156,146,351.99,8,2023-01-07 12:00:00
3889,157,192,8.54,6,2023-01-07 13:00:00
4705,158,140,359.16,9,2023-01-07 14:00:00
2992,159,120,395.26,7,2023-01-07 15:00:00
1584,160,150,222.96,2,2023-01-07 16:00:00
2635,161,101,178.41,3,2023-01-07 17:00:00
4604,162,173,238.14,8,2023-01-07 18:00:00
1702,163,143,185.52,9,2023-01-07 19:00:00
2587,164,117,373.48,9,2023-01-07 20:00:00
4144,165,169,210.39,3,2023-01-07 21:00:00
3334,166,193,56.94,8,2023-01-07 22:00:00
2262,167,195,231.97,9,2023-01-07 23:00:00
1143,168,100,432.25,2,2023-01-08 00:00:00
4946,169,179,446.58,5,2023-01-08 01:00:00
2394,170,165,118.84,3,2023-01-08 02:00:00
3770,171,116,187.41,7,2023-01-08 03:00:00
3195,172,101,113.99,8,2023-01-08 04:00:00
2500,173,129,112.44,5,2023-01-08 05:00:00
3617,174,110,357.73,2,2023-01-08 06:00:00
1801,175,100,120.19,9,2023-01-08 07:00:00
3336,176,178,398.25,3,2023-01-08 08:00:00
3314,177,125,97.77,2,2023-01-08 09:00:00
2014,178,126,476.08,4,2023-01-08 10:00:00
1079,179,125,103.57,8,2023-01-08 11:00:00
4484,180,144,30.83,8,2023-01-08 12:00:00
1241,181,150,475.19,4,2023-01-08 13:00:00
1666,182,102,80.41,7,2023-01-08 14:00:00
2737,183,126,450.62,5,2023-01-08 15:00:00
2094,184,193,151.44,3,2023-01-08 16:00:00
1619,185,111,181.64,9,2023-01-08 17:00:00
4240,186,126,132.72,2,2023-01-08 18:00:00
4737,187,193,496.34,2,2023-01-08 19:00:00
2166,188,112,296.83,7,2023-01-08 20:00:00
4197,189,184,467.09,8,2023-01-08 21:00:00
4394,190,178,122.69,9,2023-01-08 22:00:00
4041,191,184,321.11,2,2023-01-08 23:00:00
2280,192,197,203.99,6,2023-01-09 00:00:00
4161,193,131,336.09,6,2023-01-09 01:00:00
2182,194,118,169.91,1,2023-01-09 02:00:00
4713,195,199,426.29,7,2023-01-09 03:00:00
4072,196,107,107.38,1,2023-01-09 04:00:00
3341,197,109,71.76,2,2023-01-09 05:00:00
3563,198,135,413.37,4,2023-01-09 06:00:00
4474,199,152,86.16,8,2023-01-09 07:00:00
2915,200,151,358.72,5,2023-01-09 08:00:00
2093,201,125,33.74,4,2023-01-09 09:00:00
4528,202,121,349.05,3,2023-01-09 10:00:00
4533,203,175,487.98,6,2023-01-09 11:00:00
3422,204,146,481.78,1,2023-01-09 12:00:00
3814,205,171,385.73,1,2023-01-09 13:00:00
2706,206,195,335.95,5,2023-01-09 14:00:00
3857,207,181,447.2,7,2023-01-09 15:00:00
4558,208,172,172.39,3,2023-01-09 16:00:00
2019,209,107,125.05,9,2023-01-09 17:00:00
3754,210,166,195.4,7,2023-01-09 18:00:00
2416,211,109,423.33,9,2023-01-09 19:00:00
1290,212,186,163.71,5,2023-01-09 20:00:00
4067,213,109,140.29,8,2023-01-09 21:00:00
4399,214,172,489.23,6,2023-01-09 22:00:00
4027,215,178,404.81,3,2023-01-09 23:00:00
4579,216,183,458.38,1,2023-01-10 00:00:00
4873,217,119,380.47,7,2023-01-10 01:00:00
1532,218,155,471.04,3,2023-01-10 02:00:00
4390,219,191,336.68,2,2023-01-10 03:00:00
3194,220,128,373.17,4,2023-01-10 04:00:00
4530,221,170,395.66,1,2023-01-10 05:00:00
3928,222,137,23.15,7,2023-01-10 06:00:00
2744,223,141,317.92,5,2023-01-10 07:00:00
1425,224,145,438.94,7,2023-01-10 08:00:00
2234,225,180,104.95,8,2023-01-10 09:00:00
2074,226,176,491.99,6,2023-01-10 10:00:00
1397,227,110,351.52,4,2023-01-10 11:00:00
3601,228,174,358.83,8,2023-01-10 12:00:00
2608,229,170,122.31,4,2023-01-10 13:00:00
3374,230,140,6.2,8,2023-01-10 14:00:00
2614,231,108,363.53,2,2023-01-10 15:00:00
3380,232,182,217.16,4,2023-01-10 16:00:00
1945,233,157,304.11,9,2023-01-10 17:00:00
4659,234,109,323.24,8,2023-01-10 18:00:00
1628,235,182,33.28,2,2023-01-10 19:00:00
2044,236,180,196.89,8,2023-01-10 20:00:00
1068,237,181,337.93,9,2023-01-10 21:00:00
4859,238,137,385.18,7,2023-01-10 22:00:00
2530,239,108,415.16,2,2023-01-10 23:00:00
1102,240,169,187.63,5,2023-01-11 00:00:00
4999,241,146,386.85,5,2023-01-11 01:00:00
3183,242,106,52.69,3,2023-01-11 02:00:00
4959,243,154,30.93,3,2023-01-11 03:00:00
3208,244,101,194.85,7,2023-01-11 04:00:00
1385,245,150,114.09,9,2023-01-11 05:00:00
4433,246,154,168.57,3,2023-01-11 06:00:00
2537,247,139,441.56,5,2023-01-11 07:00:00
2023,248,167,168.65,5,2023-01-11 08:00:00
4753,249,186,203.26,6,2023-01-11 09:00:00
2363,250,104,103.18,8,2023-01-11 10:00:00
4432,251,161,118.15,4,2023-01-11 11:00:00
4378,252,150,389.2,5,2023-01-11 12:00:00
3756,253,165,227.26,4,2023-01-11 13:00:00
4456,254,191,296.43,7,2023-01-11 14:00:00
2411,255,128,480.35,3,2023-01-11 15:00:00
4138,256,187,190.91,9,2023-01-11 16:00:00
3929,257,142,281.82,3,2023-01-11 17:00:00
4808,258,149,241.81,6,2023-01-11 18:00:00
2659,259,173,270.58,2,2023-01-11 19:00:00
2222,260,167,60.87,3,2023-01-11 20:00:00
2983,261,131,247.66,7,2023-01-11 21:00:00
1232,262,134,489.09,5,2023-01-11 22:00:00
1218,263,143,76.16,4,2023-01-11 23:00:00
4557,264,126,283.69,2,2023-01-12 00:00:00
4736,265,172,343.7,1,2023-01-12 01:00:00
2127,266,110,294.43,9,2023-01-12 02:00:00
3642,267,150,294.84,2,2023-01-12 03:00:00
4216,268,135,237.21,3,2023-01-12 04:00:00
2308,269,104,211.57,2,2023-01-12 05:00:00
1719,270,131,61.4,1,2023-01-12 06:00:00
3047,271,154,291.49,1,2023-01-12 07:00:00
3049,272,124,241.11,6,2023-01-12 08:00:00
2871,273,107,264.39,1,2023-01-12 09:00:00
4828,274,193,434.01,7,2023-01-12 10:00:00
3284,275,136,343.85,4,2023-01-12 11:00:00
1877,276,177,285.88,4,2023-01-12 12:00:00
3723,277,147,400.29,7,2023-01-12 13:00:00
3579,278,199,13.38,2,2023-01-12 14:00:00
1142,279,152,332.96,4,2023-01-12 15:00:00
1484,280,195,398.78,9,2023-01-12 16:00:00
2533,281,152,212.44,3,2023-01-12 17:00:00
4505,282,124,418.22,6,2023-01-12 18:00:00
1578,283,198,151.27,2,2023-01-12 19:00:00
3933,284,105,379.82,2,2023-01-12 20:00:00
1629,285,110,355.87,5,2023-01-12 21:00:00
2227,286,150,54.17,3,2023-01-12 22:00:00
1675,287,132,249.61,1,2023-01-12 23:00:00
1770,288,148,98.05,6,2023-01-13 00:00:00
3034,289,143,41.34,3,2023-01-13 01:00:00
2679,290,148,26.41,4,2023-01-13 02:00:00
2102,291,184,493.99,9,2023-01-13 03:00:00
3583,292,174,308.1,1,2023-01-13 04:00:00
3911,293,166,197.25,7,2023-01-13 05:00:00
2878,294,137,165.42,3,2023-01-13 06:00:00
4388,295,152,451.05,5,2023-01-13 07:00:00
1167,296,170,328.12,5,2023-01-13 08:00:00
1491,297,178,387.3,2,2023-01-13 09:00:00
1535,298,158,295.02,7,2023-01-13 10:00:00
4543,299,186,497.76,5,2023-01-13 11:00:00
4028,300,154,145.51,7,2023-01-13 12:00:00
3891,301,106,43.4,4,2023-01-13 13:00:00
1160,302,126,357.5,2,2023-01-13 14:00:00
1680,303,133,309.59,5,2023-01-13 15:00:00
1818,304,179,478.08,8,2023-01-13 16:00:00
1719,305,115,334.29,9,2023-01-13 17:00:00
1927,306,167,270.94,8,2023-01-13 18:00:00
2780,307,191,441.71,9,2023-01-13 19:00:00
4054,308,125,316.06,3,2023-01-13 20:00:00
1185,309,181,407.72,4,2023-01-13 21:00:00
1135,310,175,36.43,6,2023-01-13 22:00:00
4972,311,168,184.94,2,2023-01-13 23:00:00
2671,312,189,54.22,8,2023-01-14 00:00:00
2315,313,141,428.54,5,2023-01-14 01:00:00
1409,314,126,412.67,5,2023-01-14 02:00:00
3216,315,145,138.96,3,2023-01-14 03:00:00
1997,316,134,240.84,6,2023-01-14 04:00:00
3861,317,185,377.21,9,2023-01-14 05:00:00
3234,318,123,127.96,2,2023-01-14 06:00:00
4872,319,133,275.23,5,2023-01-14 07:00:00
4281,320,114,162.69,9,2023-01-14 08:00:00
2976,321,111,419.4,1,2023-01-14 09:00:00
2633,322,159,472.87,5,2023-01-14 10:00:00
2691,323,142,486.72,9,2023-01-14 11:00:00
1975,324,150,235.92,8,2023-01-14 12:00:00
3552,325,128,428.04,4,2023-01-14 13:00:00
1032,326,166,353.42,8,2023-01-14 14:00:00
3851,327,109,319.7,1,2023-01-14 15:00:00
3536,328,128,360.15,9,2023-01-14 16:00:00
3452,329,114,240.39,1,2023-01-14 17:00:00
4331,330,155,356.23,6,2023-01-14 18:00:00
2814,331,154,253.98,4,2023-01-14 19:00:00
1754,332,133,277.88,9,2023-01-14 20:00:00
3139,333,143,238.01,2,2023-01-14 21:00:00
4285,334,152,196.1,8,2023-01-14 22:00:00
2941,335,146,330.68,2,2023-01-14 23:00:00
2554,336,186,169.12,5,2023-01-15 00:00:00
2406,337,194,425.53,8,2023-01-15 01:00:00
3878,338,127,48.16,4,2023-01-15 02:00:00
2110,339,113,103.99,2,2023-01-15 03:00:00
2371,340,177,363.0,3,2023-01-15 04:00:00
3703,341,101,425.31,9,2023-01-15 05:00:00
3533,342,162,455.05,9,2023-01-15 06:00:00
2678,343,121,114.74,3,2023-01-15 07:00:00
3200,344,127,227.74,7,2023-01-15 08:00:00
1552,345,145,402.98,9,2023-01-15 09:00:00
3330,346,116,482.84,2,2023-01-15 10:00:00
2948,347,168,354.9,8,2023-01-15 11:00:00
1078,348,115,78.29,7,2023-01-15 12:00:00
2634,349,104,117.8,1,2023-01-15 13:00:00
2511,350,155,190.34,8,2023-01-15 14:00:00
1519,351,125,185.65,9,2023-01-15 15:00:00
1284,352,119,279.6,1,2023-01-15 16:00:00
1663,353,159,455.12,8,2023-01-15 17:00:00
3954,354,107,22.42,1,2023-01-15 18:00:00
4501,355,113,195.94,5,2023-01-15 19:00:00
1577,356,102,442.89,2,2023-01-15 20:00:00
4960,357,136,69.98,6,2023-01-15 21:00:00
4497,358,159,435.75,9,2023-01-15 22:00:00
3034,359,163,492.09,3,2023-01-15 23:00:00
3836,360,130,211.5,5,2023-01-16 00:00:00
4738,361,137,26.99,4,2023-01-16 01:00:00
2056,362,166,430.78,2,2023-01-16 02:00:00
2817,363,116,389.31,1,2023-01-16 03:00:00
2958,364,121,288.6,1,2023-01-16 04:00:00
2971,365,113,211.04,6,2023-01-16 05:00:00
2603,366,199,484.18,6,2023-01-16 06:00:00
4582,367,147,214.42,9,2023-01-16 07:00:00
4949,368,166,74.33,3,2023-01-16 08:00:00
3127,369,124,253.25,1,2023-01-16 09:00:00
1822,370,165,343.44,7,2023-01-16 10:00:00
4282,371,182,146.06,5,2023-01-16 11:00:00
2960,372,128,64.69,6,2023-01-16 12:00:00
3017,373,182,444.62,8,2023-01-16 13:00:00
4940,374,126,205.51,7,2023-01-16 14:00:00
1355,375,118,462.86,3,2023-01-16 15:00:00
1397,376,189,155.92,7,2023-01-16 16:00:00
1113,377,124,420.18,5,2023-01-16 17:00:00
1907,378,145,266.65,9,2023-01-16 18:00:00
3809,379,105,401.0,7,2023-01-16 19:00:00
1208,380,174,348.45,5,2023-01-16 20:00:00
3466,381,100,74.87,7,2023-01-16 21:00:00
1754,382,154,72.14,5,2023-01-16 22:00:00
4299,383,137,320.37,4,2023-01-16 23:00:00
1639,384,172,377.83,9,2023-01-17 00:00:00
2414,385,195,327.64,3,2023-01-17 01:00:00
3871,386,151,364.49,9,2023-01-17 02:00:00
4840,387,162,367.54,5,2023-01-17 03:00:00
2183,388,155,231.77,8,2023-01-17 04:00:00
2597,389,100,186.54,8,2023-01-17 05:00:00
2744,390,161,163.97,8,2023-01-17 06:00:00
1890,391,178,244.71,7,2023-01-17 07:00:00
3521,392,143,265.31,3,2023-01-17 08:00:00
1080,393,103,70.92,7,2023-01-17 09:00:00
4910,394,149,316.26,8,2023-01-17 10:00:00
2697,395,115,102.07,3,2023-01-17 11:00:00
2260,396,158,50.05,2,2023-01-17 12:00:00
3706,397,152,264.54,5,2023-01-17 13:00:00
1287,398,128,148.97,5,2023-01-17 14:00:00
1383,399,149,388.5,1,2023-01-17 15:00:00
1865,400,136,275.83,3,2023-01-17 16:00:00
4468,401,154,103.88,5,2023-01-17 17:00:00
4512,402,150,352.52,5,2023-01-17 18:00:00
1898,403,119,123.09,6,2023-01-17 19:00:00
2918,404,181,248.49,6,2023-01-17 20:00:00
2561,405,146,105.18,7,2023-01-17 21:00:00
3892,406,127,465.83,8,2023-01-17 22:00:00
2144,407,150,242.37,3,2023-01-17 23:00:00
3191,408,184,461.39,4,2023-01-18 00:00:00
4952,409,166,211.01,9,2023-01-18 01:00:00
2540,410,136,274.82,4,2023-01-18 02:00:00
3005,411,180,449.68,4,2023-01-18 03:00:00
3910,412,183,87.21,3,2023-01-18 04:00:00
2862,413,150,210.75,2,2023-01-18 05:00:00
3749,414,147,469.54,8,2023-01-18 06:00:00
3385,415,127,355.42,5,2023-01-18 07:00:00
4003,416,154,42.41,3,2023-01-18 08:00:00
2289,417,185,352.89,8,2023-01-18 09:00:00
3186,418,174,118.68,8,2023-01-18 10:00:00
3838,419,125,231.81,3,2023-01-18 11:00:00
2127,420,151,348.34,2,2023-01-18 12:00:00
2542,421,126,196.26,8,2023-01-18 13:00:00
1797,422,158,462.6,5,2023-01-18 14:00:00
3997,423,189,235.67,2,2023-01-18 15:00:00
2183,424,117,298.72,3,2023-01-18 16:00:00
3306,425,148,90.48,1,2023-01-18 17:00:00
4062,426,199,450.25,7,2023-01-18 18:00:00
4891,427,163,80.8,5,2023-01-18 19:00:00
4553,428,181,247.37,3,2023-01-18 20:00:00
4085,429,102,149.8,6,2023-01-18 21:00:00
4737,430,159,157.35,2,2023-01-18 22:00:00
1249,431,171,308.9,3,2023-01-18 23:00:00
4892,432,184,418.04,3,2023-01-19 00:00:00
3337,433,111,116.66,6,2023-01-19 01:00:00
1520,434,162,76.03,1,2023-01-19 02:00:00
3456,435,157,334.07,8,2023-01-19 03:00:00
4243,436,159,206.11,9,2023-01-19 04:00:00
4885,437,183,114.94,3,2023-01-19 05:00:00
2169,438,192,119.21,7,2023-01-19 06:00:00
1776,439,101,412.44,2,2023-01-19 07:00:00
2230,440,138,153.44,9,2023-01-19 08:00:00
3141,441,195,320.18,7,2023-01-19 09:00:00
3822,442,140,467.6,8,2023-01-19 10:00:00
4779,443,128,48.72,8,2023-01-19 11:00:00
4619,444,179,156.71,1,2023-01-19 12:00:00
2426,445,184,87.93,2,2023-01-19 13:00:00
4075,446,111,77.82,7,2023-01-19 14:00:00
4713,447,173,29.38,1,2023-01-19 15:00:00
1371,448,187,170.35,2,2023-01-19 16:00:00
3154,449,105,299.21,5,2023-01-19 17:00:00
3134,450,128,168.57,2,2023-01-19 18:00:00
1527,451,139,20.06,3,2023-01-19 19:00:00
2356,452,101,340.34,4,2023-01-19 20:00:00
3596,453,191,242.14,3,2023-01-19 21:00:00
2465,454,116,444.44,4,2023-01-19 22:00:00
2818,455,175,340.78,8,2023-01-19 23:00:00
1735,456,145,376.13,5,2023-01-20 00:00:00
1934,457,178,335.74,7,2023-01-20 01:00:00
3882,458,112,465.63,7,2023-01-20 02:00:00
1857,459,191,207.34,1,2023-01-20 03:00:00
2950,460,114,398.95,6,2023-01-20 04:00:00
4068,461,151,426.77,8,2023-01-20 05:00:00
1890,462,161,264.55,4,2023-01-20 06:00:00
2162,463,127,457.78,5,2023-01-20 07:00:00
4287,464,197,196.3,2,2023-01-20 08:00:00
1792,465,147,419.28,7,2023-01-20 09:00:00
3237,466,112,288.46,3,2023-01-20 10:00:00
4669,467,181,415.39,7,2023-01-20 11:00:00
1864,468,156,58.39,9,2023-01-20 12:00:00
2956,469,129,370.62,3,2023-01-20 13:00:00
4149,470,181,431.5,8,2023-01-20 14:00:00
3663,471,128,367.88,5,2023-01-20 15:00:00
4887,472,180,241.6,9,2023-01-20 16:00:00
4403,473,180,113.16,5,2023-01-20 17:00:00
3476,474,123,126.8,1,2023-01-20 18:00:00
3817,475,106,324.81,6,2023-01-20 19:00:00
4487,476,121,307.76,2,2023-01-20 20:00:00
3235,477,127,161.62,4,2023-01-20 21:00:00
2339,478,148,53.72,9,2023-01-20 22:00:00
1406,479,177,84.24,6,2023-01-20 23:00:00
2462,480,108,98.74,5,2023-01-21 00:00:00
2417,481,128,380.64,7,2023-01-21 01:00:00
1389,482,107,229.5,6,2023-01-21 02:00:00
1226,483,168,209.9,1,2023-01-21 03:00:00
2479,484,175,273.54,2,2023-01-21 04:00:00
3758,485,160,30.07,6,2023-01-21 05:00:00
1179,486,156,212.25,2,2023-01-21 06:00:00
2420,487,182,148.02,5,2023-01-21 07:00:00
4337,488,168,483.28,2,2023-01-21 08:00:00
1501,489,117,361.84,3,2023-01-21 09:00:00
1079,490,107,35.7,7,2023-01-21 10:00:00
2315,491,146,238.45,6,2023-01-21 11:00:00
3120,492,170,474.1,7,2023-01-21 12:00:00
2599,493,148,480.61,9,2023-01-21 13:00:00
4102,494,192,161.99,9,2023-01-21 14:00:00
4508,495,199,34.18,6,2023-01-21 15:00:00
4356,496,181,291.91,5,2023-01-21 16:00:00
2963,497,162,224.7,8,2023-01-21 17:00:00
2313,498,124,29.3,1,2023-01-21 18:00:00
4832,499,163,350.74,6,2023-01-21 19:00:00
3946,500,146,262.89,8,2023-01-21 20:00:00
1577,501,182,145.34,3,2023-01-21 21:00:00
3989,502,138,311.88,9,2023-01-21 22:00:00
3384,503,125,471.77,5,2023-01-21 23:00:00
1704,504,158,286.83,8,2023-01-22 00:00:00
4891,505,143,162.63,1,2023-01-22 01:00:00
2231,506,139,105.61,5,2023-01-22 02:00:00
1436,507,187,371.36,7,2023-01-22 03:00:00
3482,508,148,125.61,4,2023-01-22 04:00:00
1211,509,141,128.62,3,2023-01-22 05:00:00
2917,510,127,139.27,2,2023-01-22 06:00:00
1047,511,136,263.82,6,2023-01-22 07:00:00
1969,512,196,365.59,1,2023-01-22 08:00:00
3417,513,156,100.24,7,2023-01-22 09:00:00
3607,514,107,290.03,5,2023-01-22 10:00:00
1912,515,176,245.63,4,2023-01-22 11:00:00
1882,516,192,288.08,3,2023-01-22 12:00:00
3243,517,146,365.02,5,2023-01-22 13:00:00
4573,518,133,375.11,7,2023-01-22 14:00:00
2704,519,191,194.79,2,2023-01-22 15:00:00
3511,520,188,280.98,2,2023-01-22 16:00:00
1406,521,150,331.52,7,2023-01-22 17:00:00
1885,522,195,259.69,9,2023-01-22 18:00:00
3657,523,132,426.83,7,2023-01-22 19:00:00
2243,524,131,454.77,6,2023-01-22 20:00:00
2482,525,195,270.08,6,2023-01-22 21:00:00
2163,526,122,92.73,3,2023-01-22 22:00:00
3782,527,160,115.14,3,2023-01-22 23:00:00
4366,528,147,422.14,1,2023-01-23 00:00:00
4364,529,144,172.89,2,2023-01-23 01:00:00
3171,530,135,155.2,6,2023-01-23 02:00:00
3025,531,139,55.84,7,2023-01-23 03:00:00
2219,532,101,224.97,1,2023-01-23 04:00:00
2805,533,124,246.78,7,2023-01-23 05:00:00
2404,534,137,468.67,6,2023-01-23 06:00:00
3506,535,196,144.83,4,2023-01-23 07:00:00
